Synonym1	ID1	Type1	Synonym2	ID2	Type2	Source
Not needed	78799	gene product	Not needed	29916	metabolite	database
Not needed	78806	gene product	Not needed	31033	metabolite	database
Not needed	78809	gene product	Not needed	29916	metabolite	database
Not needed	78813	gene product	Not needed	31006	metabolite	database
Not needed	78832	gene product	Not needed	31031	metabolite	database
Not needed	43074	metabolite	Not needed	29902	metabolite	database
Not needed	78841	gene product	Not needed	29816	metabolite	database
Not needed	78851	gene product	Not needed	28425	metabolite	database
Not needed	78853	gene product	Not needed	29916	metabolite	database
Not needed	78853	gene product	Not needed	31006	metabolite	database
Not needed	78862	gene product	Not needed	29371	metabolite	database
Not needed	78863	gene product	Not needed	2437	lipid	database
Not needed	78865	gene product	Not needed	31031	metabolite	database
Not needed	78865	gene product	Not needed	32015	metabolite	database
Not needed	78871	gene product	Not needed	31031	metabolite	database
Not needed	78875	gene product	Not needed	31031	metabolite	database
Not needed	78883	gene product	Not needed	29916	metabolite	database
Not needed	78884	gene product	Not needed	31031	metabolite	database
Not needed	78891	gene product	Not needed	31031	metabolite	database
Not needed	78891	gene product	Not needed	28622	metabolite	database
Not needed	78892	gene product	Not needed	31007	metabolite	database
Not needed	78892	gene product	Not needed	31031	metabolite	database
Not needed	78893	gene product	Not needed	31006	metabolite	database
Not needed	78893	gene product	Not needed	29916	metabolite	database
Not needed	78894	gene product	Not needed	29916	metabolite	database
Not needed	78895	gene product	Not needed	29916	metabolite	database
Not needed	78895	gene product	Not needed	31006	metabolite	database
Not needed	78157	gene product	Not needed	31031	metabolite	database
Not needed	78898	gene product	Not needed	29902	metabolite	database
Not needed	78899	gene product	Not needed	27617	metabolite	database
Not needed	78901	gene product	Not needed	29916	metabolite	database
Not needed	78903	gene product	Not needed	31006	metabolite	database
Not needed	78903	gene product	Not needed	28622	metabolite	database
Not needed	78903	gene product	Not needed	29916	metabolite	database
Not needed	78906	gene product	Not needed	31031	metabolite	database
Not needed	78921	gene product	Not needed	31031	metabolite	database
Not needed	78153	gene product	Not needed	31006	metabolite	database
Not needed	78930	gene product	Not needed	31031	metabolite	database
Not needed	78932	gene product	Not needed	31031	metabolite	database
Not needed	78934	gene product	Not needed	28425	metabolite	database
Not needed	78937	gene product	Not needed	28425	metabolite	database
Not needed	78964	gene product	Not needed	29916	metabolite	database
Not needed	78967	gene product	Not needed	29916	metabolite	database
Not needed	78971	gene product	Not needed	31004	metabolite	database
Not needed	78971	gene product	Not needed	31006	metabolite	database
Not needed	78983	gene product	Not needed	29371	metabolite	database
Not needed	78988	gene product	Not needed	31031	metabolite	database
Not needed	78990	gene product	Not needed	31004	metabolite	database
Not needed	78991	gene product	Not needed	29916	metabolite	database
Not needed	78991	gene product	Not needed	31006	metabolite	database
Not needed	78996	gene product	Not needed	29902	metabolite	database
Not needed	78997	gene product	Not needed	31006	metabolite	database
Not needed	29506	metabolite	Not needed	32040	metabolite	database
Not needed	78137	gene product	Not needed	31031	metabolite	database
