Synonym1	ID1	Type1	Synonym2	ID2	Type2	Source
enolase	78181	gene product	pyruvatekinase	79506	gene product	database
2phosphodglycerate	29522	metabolite	3phosphodglycerate	28972	metabolite	database
pyruvate	27804	metabolite	phosphoenolpyruvate	29643	metabolite	database
3phosphodglycerate	28972	metabolite	dglyceraldehyde3phosphate	29033	metabolite	database
3phosphodglyceroylphosphate	28259	metabolite	dglyceraldehyde3phosphate	29033	metabolite	database
phosphoenolpyruvate	29643	metabolite	2phosphodglycerate	29522	metabolite	database
3phosphodglycerate	28972	metabolite	3phosphodglyceroylphosphate	28259	metabolite	database
dglyceraldehyde3phosphate	29033	metabolite	glyceronephosphate	28332	metabolite	database
glyceronephosphate	28332	metabolite	triosephosphateisomerase	78507	gene product	database
dglyceraldehyde3phosphate	29033	metabolite	triosephosphateisomerase	78507	gene product	database
3phosphodglyceroylphosphate	28259	metabolite	phosphoglyceratekinase	79317	gene product	database
3phosphodglycerate	28972	metabolite	phosphoglyceratekinase	79317	gene product	database
2phosphodglycerate	29522	metabolite	enolase	78181	gene product	database
phosphoenolpyruvate	29643	metabolite	enolase	78181	gene product	database
phosphoenolpyruvate	29643	metabolite	pyruvatekinase	79506	gene product	database
pyruvate	27804	metabolite	pyruvatekinase	79506	gene product	database
galactokinase	79260	gene product	udpglucosehexose1phosphateuridylyltransferase	78282	gene product	database
udpalphadgalactose	45579	metabolite	alphadgalactose1phosphate	29609	metabolite	database
alphadgalactose1phosphate	29609	metabolite	alphadgalactose	30425	metabolite	database
malonylacylcarrierprotein	29172	metabolite	tetradecanoylacp	32090	metabolite	database
acetoacetylacp	33091	metabolite	acetylacylcarrierprotein	29000	metabolite	database
malonylacylcarrierprotein	29172	metabolite	decanoylacp	33486	metabolite	database
3oxohexadecanoylacp	33011	metabolite	malonylacylcarrierprotein	29172	metabolite	database
malonylacylcarrierprotein	29172	metabolite	acetylacylcarrierprotein	29000	metabolite	database
acetoacetylacp	33091	metabolite	malonylacylcarrierprotein	29172	metabolite	database
3oxohexadecanoylacp	33011	metabolite	tetradecanoylacp	32090	metabolite	database
malonylacylcarrierprotein	29172	metabolite	octanoylacp	33983	metabolite	database
acetylacylcarrierprotein	29000	metabolite	3oxoacylacylcarrierproteinsynthaseii	78390	gene product	database
malonylacylcarrierprotein	29172	metabolite	3oxoacylacylcarrierproteinsynthaseii	78390	gene product	database
acetoacetylacp	33091	metabolite	3oxoacylacylcarrierproteinsynthaseii	78390	gene product	database
octanoylacp	33983	metabolite	3oxoacylacylcarrierproteinsynthaseii	78390	gene product	database
decanoylacp	33486	metabolite	3oxoacylacylcarrierproteinsynthaseii	78390	gene product	database
tetradecanoylacp	32090	metabolite	3oxoacylacylcarrierproteinsynthaseii	78390	gene product	database
3oxohexadecanoylacp	33011	metabolite	3oxoacylacylcarrierproteinsynthaseii	78390	gene product	database
nucleosidediphosphatekinase	78513	gene product	dutppyrophosphatase	78080	gene product	database
dump	29372	metabolite	dutp	29375	metabolite	database
dudp	30886	metabolite	udp	29397	metabolite	database
dttp	29683	metabolite	dtdp	29682	metabolite	database
dtmp	28949	metabolite	dump	29372	metabolite	database
dutp	29375	metabolite	dudp	30886	metabolite	database
dtdp	29682	metabolite	dtmp	28949	metabolite	database
dudp	30886	metabolite	nucleosidediphosphatekinase	78513	gene product	database
dutp	29375	metabolite	nucleosidediphosphatekinase	78513	gene product	database
dtdp	29682	metabolite	nucleosidediphosphatekinase	78513	gene product	database
dttp	29683	metabolite	nucleosidediphosphatekinase	78513	gene product	database
dutp	29375	metabolite	dutppyrophosphatase	78080	gene product	database
dump	29372	metabolite	dutppyrophosphatase	78080	gene product	database
dtmp	28949	metabolite	dtmpkinase	79205	gene product	database
dtdp	29682	metabolite	dtmpkinase	79205	gene product	database
isochorismate	35282	metabolite	chorismate	31063	metabolite	database
2succinylbenzoylcoa	41094	metabolite	2succinylbenzoate	29844	metabolite	database
14dihydroxy2naphthoylcoa	40388	metabolite	2succinylbenzoylcoa	41094	metabolite	database
14dihydroxy2naphthoate	34452	metabolite	14dihydroxy2naphthoylcoa	40388	metabolite	database
2succinylbenzoate	29844	metabolite	1r6r6hydroxy2succinylcyclohexa24diene1carboxylate	38314	metabolite	database
menaquinol	29733	metabolite	demethylmenaquinonemethyltransferase	79171	gene product	database
palmitoylcoa	7589	lipid	hexadecanoicacid	39	lipid	database
hexadecanoicacid	39	lipid	longchainfattyacidcoaligase	78804	gene product	database
palmitoylcoa	7589	lipid	longchainfattyacidcoaligase	78804	gene product	database
udpglucosehexose1phosphateuridylyltransferase	78282	gene product	udpglucose4epimerase	78254	gene product	database
aldose1epimerase	79294	gene product	galactokinase	79260	gene product	database
udpglucose	29677	metabolite	alphadgalactose1phosphate	29609	metabolite	database
alphadgalactose	30425	metabolite	dgalactose	33467	metabolite	database
udpalphadgalactose	45579	metabolite	udpglucose	29677	metabolite	database
dglucose1phosphate	28309	metabolite	udpglucose	29677	metabolite	database
dglucose1phosphate	28309	metabolite	udpalphadgalactose	45579	metabolite	database
dglucose1phosphate	28309	metabolite	alphadgalactose1phosphate	29609	metabolite	database
dgalactose	33467	metabolite	aldose1epimerase	79294	gene product	database
alphadgalactose	30425	metabolite	aldose1epimerase	79294	gene product	database
alphadgalactose	30425	metabolite	galactokinase	79260	gene product	database
alphadgalactose1phosphate	29609	metabolite	galactokinase	79260	gene product	database
alphadgalactose1phosphate	29609	metabolite	udpglucosehexose1phosphateuridylyltransferase	78282	gene product	database
udpglucose	29677	metabolite	udpglucosehexose1phosphateuridylyltransferase	78282	gene product	database
udpalphadgalactose	45579	metabolite	udpglucosehexose1phosphateuridylyltransferase	78282	gene product	database
dglucose1phosphate	28309	metabolite	udpglucosehexose1phosphateuridylyltransferase	78282	gene product	database
alphadglucosamine1phosphate	30144	metabolite	dglucosamine6phosphate	34690	metabolite	database
udpnacetylalphadglucosamine	23190	lipid	nacetylalphadglucosamine1phosphate	28569	metabolite	database
dglucosamine6phosphate	34690	metabolite	dfructose6phosphate	28220	metabolite	database
nacetylalphadglucosamine1phosphate	28569	metabolite	alphadglucosamine1phosphate	30144	metabolite	database
dglucosamine6phosphate	34690	metabolite	phosphoglucosaminemutase	78420	gene product	database
alphadglucosamine1phosphate	30144	metabolite	phosphoglucosaminemutase	78420	gene product	database
alphadglucosamine1phosphate	30144	metabolite	glucosamine1phosphatenacetyltransferase	78118	gene product	database
nacetylalphadglucosamine1phosphate	28569	metabolite	glucosamine1phosphatenacetyltransferase	78118	gene product	database
udpnacetylalphadglucosamine	23190	lipid	udpnacetylglucosaminepyrophosphorylase	78118	gene product	database
quinone	28610	metabolite	hydroquinone	29350	metabolite	database
pyridoxalphosphate	29902	metabolite	lglutamine	29664	metabolite	database
pyridoxalphosphate	29902	metabolite	dribose5phosphate	29496	metabolite	database
lglutamine	29664	metabolite	dglyceraldehyde3phosphate	29033	metabolite	database
dglyceraldehyde3phosphate	29033	metabolite	dribose5phosphate	29496	metabolite	database
pyridoxalphosphate	29902	metabolite	dglyceraldehyde3phosphate	29033	metabolite	database
lglutamine	29664	metabolite	dribose5phosphate	29496	metabolite	database
riboflavinsynthase	78465	gene product	riboflavinkinase	79453	gene product	database
67dimethyl81dribityllumazine	29354	metabolite	5amino61dribitylaminouracil	28211	metabolite	database
34dihydroxy2butanone4phosphate	39582	metabolite	dribulose5phosphate	29198	metabolite	database
34dihydroxy2butanone4phosphate	39582	metabolite	5amino61dribitylaminouracil	28211	metabolite	database
riboflavin	41259	metabolite	67dimethyl81dribityllumazine	29354	metabolite	database
fad	28425	metabolite	fmn	29371	metabolite	database
67dimethyl81dribityllumazine	29354	metabolite	34dihydroxy2butanone4phosphate	39582	metabolite	database
fmn	29371	metabolite	riboflavin	41259	metabolite	database
5amino61dribitylaminouracil	28211	metabolite	5amino65phosphoribitylaminouracil	29791	metabolite	database
5amino65phosphoribitylaminouracil	29791	metabolite	5amino65phosphoribosylaminouracil	29852	metabolite	database
gtp	28255	metabolite	gtpcyclohydrolaseii	78467	gene product	database
5amino65phosphoribosylaminouracil	29852	metabolite	5amino65phosphoribosylaminouracilreductase	78125	gene product	database
5amino65phosphoribitylaminouracil	29791	metabolite	5amino65phosphoribosylaminouracilreductase	78125	gene product	database
67dimethyl81dribityllumazine	29354	metabolite	riboflavinsynthase	78465	gene product	database
riboflavin	41259	metabolite	riboflavinsynthase	78465	gene product	database
riboflavin	41259	metabolite	riboflavinkinase	79453	gene product	database
fmn	29371	metabolite	riboflavinkinase	79453	gene product	database
fad	28425	metabolite	fmnadenylyltransferase	79453	gene product	database
s3methyl2oxopentanoicacid	27984	metabolite	r23dihydroxy3methylpentanoate	39341	metabolite	database
2oxobutanoate	1937	lipid	lthreonine	28851	metabolite	database
r3hydroxy3methyl2oxopentanoate	39340	metabolite	s2aceto2hydroxybutanoate	39339	metabolite	database
s2aceto2hydroxybutanoate	39339	metabolite	2oxobutanoate	1937	lipid	database
r23dihydroxy3methylpentanoate	39341	metabolite	r3hydroxy3methyl2oxopentanoate	39340	metabolite	database
lisoleucine	29074	metabolite	s3methyl2oxopentanoicacid	27984	metabolite	database
udpnacetylmuramate	41337	metabolite	udpnacetyl31carboxyvinyldglucosamine	45908	metabolite	database
udpnacetyl31carboxyvinyldglucosamine	45908	metabolite	udpnacetylalphadglucosamine	23190	lipid	database
ornithinecarbamoyltransferase	79101	gene product	argininosuccinatesynthase	78938	gene product	database
argininosuccinatesynthase	78938	gene product	argininosuccinatelyase	80129	gene product	database
laspartate	31079	metabolite	lcitrulline	28503	metabolite	database
fumarate	31068	metabolite	nlargininosuccinate	28032	metabolite	database
lcitrulline	28503	metabolite	lornithine	28067	metabolite	database
lcitrulline	28503	metabolite	carbamoylphosphate	29404	metabolite	database
lornithine	28067	metabolite	carbamoylphosphate	29404	metabolite	database
larginine	28582	metabolite	nlargininosuccinate	28032	metabolite	database
nlargininosuccinate	28032	metabolite	laspartate	31079	metabolite	database
fumarate	31068	metabolite	larginine	28582	metabolite	database
nlargininosuccinate	28032	metabolite	lcitrulline	28503	metabolite	database
carbamoylphosphate	29404	metabolite	ornithinecarbamoyltransferase	79101	gene product	database
lornithine	28067	metabolite	ornithinecarbamoyltransferase	79101	gene product	database
lcitrulline	28503	metabolite	ornithinecarbamoyltransferase	79101	gene product	database
lcitrulline	28503	metabolite	argininosuccinatesynthase	78938	gene product	database
laspartate	31079	metabolite	argininosuccinatesynthase	78938	gene product	database
nlargininosuccinate	28032	metabolite	argininosuccinatesynthase	78938	gene product	database
nlargininosuccinate	28032	metabolite	argininosuccinatelyase	80129	gene product	database
larginine	28582	metabolite	argininosuccinatelyase	80129	gene product	database
fumarate	31068	metabolite	argininosuccinatelyase	80129	gene product	database
adenylosuccinatelyase	78110	gene product	adenylatekinase	78120	gene product	database
atp	27845	metabolite	adp	28774	metabolite	database
adp	28774	metabolite	amp	28274	metabolite	database
n612dicarboxyethylamp	28201	metabolite	imp	29084	metabolite	database
amp	28274	metabolite	n612dicarboxyethylamp	28201	metabolite	database
n612dicarboxyethylamp	28201	metabolite	adenylosuccinatelyase	78110	gene product	database
amp	28274	metabolite	adenylosuccinatelyase	78110	gene product	database
amp	28274	metabolite	adenylatekinase	78120	gene product	database
adp	28774	metabolite	adenylatekinase	78120	gene product	database
adp	28774	metabolite	nucleosidediphosphatekinase	78513	gene product	database
atp	27845	metabolite	nucleosidediphosphatekinase	78513	gene product	database
dethiobiotin	28723	metabolite	78diaminononanoate	2418	lipid	database
8amino7oxononanoate	2061	lipid	pimeloylcoa	27910	metabolite	database
biotin	28230	metabolite	dethiobiotin	28723	metabolite	database
78diaminononanoate	2418	lipid	8amino7oxononanoate	2061	lipid	database
betainealdehyde	28051	metabolite	choline	27799	metabolite	database
betaine	29461	metabolite	betainealdehyde	28051	metabolite	database
choline	27799	metabolite	cholinedehydrogenase	78641	gene product	database
betainealdehyde	28051	metabolite	cholinedehydrogenase	78641	gene product	database
kanosamine	36079	metabolite	kanosamine6phosphate	36080	metabolite	database
kanosamine6phosphate	36080	metabolite	3dehydrodglucose6phosphate	48621	metabolite	database
3dehydrodglucose6phosphate	48621	metabolite	dglucose6phosphate	33470	metabolite	database
dephosphocoa	27879	metabolite	pantetheine4phosphate	27617	metabolite	database
coa	27792	metabolite	dephosphocoa	27879	metabolite	database
d4phosphopantothenate	28192	metabolite	pantothenate	28573	metabolite	database
pantetheine4phosphate	27617	metabolite	r4phosphopantothenoyllcysteine	28096	metabolite	database
r4phosphopantothenoyllcysteine	28096	metabolite	d4phosphopantothenate	28192	metabolite	database
phosphateacetyltransferase	79270	gene product	acetatekinase	78543	gene product	database
acetylphosphate	27796	metabolite	acetylcoa	7519	lipid	database
acetate	40	lipid	acetylphosphate	27796	metabolite	database
acetylcoa	7519	lipid	phosphateacetyltransferase	79270	gene product	database
acetylphosphate	27796	metabolite	phosphateacetyltransferase	79270	gene product	database
acetylphosphate	27796	metabolite	acetatekinase	78543	gene product	database
acetate	40	lipid	acetatekinase	78543	gene product	database
phosphoglucomutase	78471	gene product	utpglucose1phosphateuridylyltransferase	78282	gene product	database
alphadglucose6phosphate	29401	metabolite	alphadglucose	29581	metabolite	database
dglucose1phosphate	28309	metabolite	alphadglucose6phosphate	29401	metabolite	database
amidophosphoribosyltransferase	78090	gene product	phosphoribosylamineglycineligase	79071	gene product	database
phosphoribosylamineglycineligase	79071	gene product	phosphoribosylglycinamideformyltransferase	79072	gene product	database
5carboxyaminoimidazoleribonucleotidemutase	80194	gene product	phosphoribosylaminoimidazolesuccinocarboxamidesynthase	80195	gene product	database
15phosphoribosyl5amino4imidazolecarboxamide	29903	metabolite	15phosphoribosyl5amino4nsuccinocarboxamideimidazole	29839	metabolite	database
aminoimidazoleribotide	58226	metabolite	2formamidon15phosphoribosylacetamidine	29910	metabolite	database
15phosphoribosyl5amino4nsuccinocarboxamideimidazole	29839	metabolite	15phosphodribosyl5amino4imidazolecarboxylate	30635	metabolite	database
5phosphoribosylamine	31452	metabolite	5phosphoalphadribose1diphosphate	29014	metabolite	database
5phosphoribosylglycinamide	29858	metabolite	5phosphoribosylamine	31452	metabolite	database
15phosphoribosyl5formamido4imidazolecarboxamide	29883	metabolite	15phosphoribosyl5amino4imidazolecarboxamide	29903	metabolite	database
lglutamine	29664	metabolite	5phosphoalphadribose1diphosphate	29014	metabolite	database
15phosphodribosyl5amino4imidazolecarboxylate	30635	metabolite	5carboxyamino15phosphodribosylimidazole	38986	metabolite	database
5phosphoribosylnformylglycinamide	29805	metabolite	5phosphoribosylglycinamide	29858	metabolite	database
2formamidon15phosphoribosylacetamidine	29910	metabolite	5phosphoribosylnformylglycinamide	29805	metabolite	database
imp	29084	metabolite	15phosphoribosyl5formamido4imidazolecarboxamide	29883	metabolite	database
5carboxyamino15phosphodribosylimidazole	38986	metabolite	aminoimidazoleribotide	58226	metabolite	database
15phosphodribosyl5amino4imidazolecarboxylate	30635	metabolite	aminoimidazoleribotide	58226	metabolite	database
5phosphoribosylamine	31452	metabolite	lglutamine	29664	metabolite	database
5phosphoalphadribose1diphosphate	29014	metabolite	amidophosphoribosyltransferase	78090	gene product	database
lglutamine	29664	metabolite	amidophosphoribosyltransferase	78090	gene product	database
5phosphoribosylamine	31452	metabolite	amidophosphoribosyltransferase	78090	gene product	database
5phosphoribosylamine	31452	metabolite	phosphoribosylamineglycineligase	79071	gene product	database
5phosphoribosylglycinamide	29858	metabolite	phosphoribosylamineglycineligase	79071	gene product	database
5phosphoribosylglycinamide	29858	metabolite	phosphoribosylglycinamideformyltransferase	79072	gene product	database
5phosphoribosylnformylglycinamide	29805	metabolite	phosphoribosylglycinamideformyltransferase	79072	gene product	database
2formamidon15phosphoribosylacetamidine	29910	metabolite	phosphoribosylformylglycinamidinecycloligase	79073	gene product	database
aminoimidazoleribotide	58226	metabolite	phosphoribosylformylglycinamidinecycloligase	79073	gene product	database
aminoimidazoleribotide	58226	metabolite	5carboxyaminoimidazoleribonucleotidemutase	80194	gene product	database
5carboxyamino15phosphodribosylimidazole	38986	metabolite	5carboxyaminoimidazoleribonucleotidemutase	80194	gene product	database
15phosphodribosyl5amino4imidazolecarboxylate	30635	metabolite	phosphoribosylaminoimidazolesuccinocarboxamidesynthase	80195	gene product	database
15phosphoribosyl5amino4nsuccinocarboxamideimidazole	29839	metabolite	phosphoribosylaminoimidazolesuccinocarboxamidesynthase	80195	gene product	database
15phosphoribosyl5amino4nsuccinocarboxamideimidazole	29839	metabolite	adenylosuccinatelyase	78110	gene product	database
15phosphoribosyl5amino4imidazolecarboxamide	29903	metabolite	adenylosuccinatelyase	78110	gene product	database
15phosphoribosyl5amino4imidazolecarboxamide	29903	metabolite	phosphoribosylaminoimidazolecarboxamideformyltransferase	79075	gene product	database
15phosphoribosyl5formamido4imidazolecarboxamide	29883	metabolite	phosphoribosylaminoimidazolecarboxamideformyltransferase	79075	gene product	database
imp	29084	metabolite	impcyclohydrolase	79075	gene product	database
fecoproporphyriniii	45881	metabolite	coproporphyriniii	27861	metabolite	database
hydroxymethylbilane	28695	metabolite	porphobilinogen	29209	metabolite	database
heme	29377	metabolite	fecoproporphyriniii	45881	metabolite	database
coproporphyrinogeniii	27861	metabolite	uroporphyrinogeniii	27860	metabolite	database
5aminolevulinate	27948	metabolite	s4amino5oxopentanoate	28087	metabolite	database
uroporphyrinogeniii	27860	metabolite	hydroxymethylbilane	28695	metabolite	database
porphobilinogen	29209	metabolite	5aminolevulinate	27948	metabolite	database
7carboxy7deazaguaninesynthase	78030	gene product	7cyano7deazaguaninesynthase	78345	gene product	database
6carboxy5678tetrahydropterin	42726	metabolite	78dihydroneopterin3triphosphate	29875	metabolite	database
7aminomethyl7carbaguanine	38683	metabolite	7cyano7carbaguanine	31758	metabolite	database
6carboxy5678tetrahydropterin	42726	metabolite	7carboxy7deazaguaninesynthase	78030	gene product	database
7cyano7carbaguanine	31758	metabolite	7cyano7deazaguaninesynthase	78345	gene product	database
4hydroxy3methylbut2enyldiphosphatereductase	79439	gene product	isopentenyldiphosphatedeltaisomerase	78612	gene product	database
1deoxydxylulose5phosphatesynthase	79445	gene product	1deoxydxylulose5phosphatereductoisomerase	78864	gene product	database
2cmethylderythritol4phosphatecytidylyltransferase	78152	gene product	4diphosphocytidyl2cmethylderythritolkinase	79210	gene product	database
1deoxydxylulose5phosphatereductoisomerase	78864	gene product	2cmethylderythritol4phosphatecytidylyltransferase	78152	gene product	database
1deoxydxylulose5phosphate	28600	metabolite	pyruvate	27804	metabolite	database
2cmethylderythritol24cyclodiphosphate	29919	metabolite	2phospho4cytidine5diphospho2cmethylderythritol	28836	metabolite	database
4cytidine5diphospho2cmethylderythritol	28658	metabolite	2cmethylderythritol4phosphate	29471	metabolite	database
dimethylallyldiphosphate	21548	lipid	isopentenyldiphosphate	21549	lipid	database
2cmethylderythritol4phosphate	29471	metabolite	1deoxydxylulose5phosphate	28600	metabolite	database
pyruvate	27804	metabolite	2r2hydroxy3phosphonooxypropanal	29033	metabolite	database
1hydroxy2methyl2butenyl4diphosphate	21550	lipid	2cmethylderythritol24cyclodiphosphate	29919	metabolite	database
2phospho4cytidine5diphospho2cmethylderythritol	28836	metabolite	4cytidine5diphospho2cmethylderythritol	28658	metabolite	database
isopentenyldiphosphate	21549	lipid	1hydroxy2methyl2butenyl4diphosphate	21550	lipid	database
1deoxydxylulose5phosphate	28600	metabolite	2r2hydroxy3phosphonooxypropanal	29033	metabolite	database
2r2hydroxy3phosphonooxypropanal	29033	metabolite	1deoxydxylulose5phosphatesynthase	79445	gene product	database
pyruvate	27804	metabolite	1deoxydxylulose5phosphatesynthase	79445	gene product	database
1deoxydxylulose5phosphate	28600	metabolite	1deoxydxylulose5phosphatesynthase	79445	gene product	database
1deoxydxylulose5phosphate	28600	metabolite	1deoxydxylulose5phosphatereductoisomerase	78864	gene product	database
2cmethylderythritol4phosphate	29471	metabolite	1deoxydxylulose5phosphatereductoisomerase	78864	gene product	database
2cmethylderythritol4phosphate	29471	metabolite	2cmethylderythritol4phosphatecytidylyltransferase	78152	gene product	database
4cytidine5diphospho2cmethylderythritol	28658	metabolite	2cmethylderythritol4phosphatecytidylyltransferase	78152	gene product	database
4cytidine5diphospho2cmethylderythritol	28658	metabolite	4diphosphocytidyl2cmethylderythritolkinase	79210	gene product	database
2phospho4cytidine5diphospho2cmethylderythritol	28836	metabolite	4diphosphocytidyl2cmethylderythritolkinase	79210	gene product	database
aspartatekinase	79628	gene product	aspartatesemialdehydedehydrogenase	78680	gene product	database
aspartatesemialdehydedehydrogenase	78680	gene product	homoserinedehydrogenase	78130	gene product	database
lhomocysteine	29103	metabolite	lcystathionine	29279	metabolite	database
lmethionine	28288	metabolite	lhomocysteine	29103	metabolite	database
laspartate4semialdehyde	32861	metabolite	4phospholaspartate	31109	metabolite	database
lcystathionine	29279	metabolite	osuccinyllhomoserine	28367	metabolite	database
osuccinyllhomoserine	28367	metabolite	lhomoserine	28042	metabolite	database
4phospholaspartate	31109	metabolite	laspartate	31079	metabolite	database
lhomoserine	28042	metabolite	laspartate4semialdehyde	32861	metabolite	database
laspartate	31079	metabolite	aspartatekinase	79628	gene product	database
4phospholaspartate	31109	metabolite	aspartatekinase	79628	gene product	database
4phospholaspartate	31109	metabolite	aspartatesemialdehydedehydrogenase	78680	gene product	database
laspartate4semialdehyde	32861	metabolite	aspartatesemialdehydedehydrogenase	78680	gene product	database
laspartate4semialdehyde	32861	metabolite	homoserinedehydrogenase	78130	gene product	database
lhomoserine	28042	metabolite	homoserinedehydrogenase	78130	gene product	database
lhomocysteine	29103	metabolite	methioninesynthase	78651	gene product	database
lmethionine	28288	metabolite	methioninesynthase	78651	gene product	database
2methyltransaconitate	41570	metabolite	2methylcitrate	27971	metabolite	database
succinate	31082	metabolite	2s3r3hydroxybutane123tricarboxylate	27978	metabolite	database
smalate	27962	metabolite	fumarate	31068	metabolite	database
propanoylcoa	27936	metabolite	oxaloacetate	28571	metabolite	database
fumarate	31068	metabolite	succinate	31082	metabolite	database
2s3r3hydroxybutane123tricarboxylate	27978	metabolite	zbut2ene123tricarboxylate	28746	metabolite	database
zbut2ene123tricarboxylate	28746	metabolite	2methylcitrate	27971	metabolite	database
zbut2ene123tricarboxylate	28746	metabolite	2methyltransaconitate	41570	metabolite	database
2methylcitrate	27971	metabolite	propanoylcoa	27936	metabolite	database
oxaloacetate	28571	metabolite	smalate	27962	metabolite	database
2methylcitrate	27971	metabolite	oxaloacetate	28571	metabolite	database
2amino4hydroxy6hydroxymethyldihydropteridinepyrophosphokinase	79162	gene product	dihydropteroatesynthase	79159	gene product	database
dihydroneopterinaldolase	79160	gene product	2amino4hydroxy6hydroxymethyldihydropteridinepyrophosphokinase	79162	gene product	database
dihydrofolate	27998	metabolite	dihydropteroate	29524	metabolite	database
78dihydroneopterin	28941	metabolite	dihydroneopterinphosphate	31944	metabolite	database
78dihydroneopterin	28941	metabolite	78dihydroneopterin3triphosphate	29875	metabolite	database
dihydropteroate	29524	metabolite	6hydroxymethyl78dihydropterin	38664	metabolite	database
tetrahydrofolate	28000	metabolite	dihydrofolate	27998	metabolite	database
6hydroxymethyl78dihydropterin	38664	metabolite	78dihydroneopterin	28941	metabolite	database
dihydroneopterinphosphate	31944	metabolite	78dihydroneopterin3triphosphate	29875	metabolite	database
gtp	28255	metabolite	gtpcyclohydrolasei	79106	gene product	database
25diaminopyrimidinenucleosidetriphosphate	32964	metabolite	gtpcyclohydrolasei	79106	gene product	database
78dihydroneopterin3triphosphate	29875	metabolite	gtpcyclohydrolasei	79106	gene product	database
78dihydroneopterin	28941	metabolite	dihydroneopterinaldolase	79160	gene product	database
6hydroxymethyl78dihydropterin	38664	metabolite	dihydroneopterinaldolase	79160	gene product	database
